Age,Department,JobRole,OverTime,MonthlyIncome,YearsAtCompany,MaritalStatus,JobSatisfaction,Attrition,AttritionRiskScore,RiskBand,EmployeeID,IncomeBand,DeptShort,TenureBucket
41,Research & Development,Healthcare Representative,No,6081,2,Married,1,0,0.118,Low,EMP1737,6-10K,R&D,2-3y
42,Research & Development,Manufacturing Director,Yes,3545,0,Married,4,0,0.317,Medium,EMP1738,3-6K,R&D,0-1y
21,Research & Development,Healthcare Representative,No,6806,6,Married,2,0,0.165,Low,EMP1739,6-10K,R&D,6-10y
53,Research & Development,Healthcare Representative,No,4194,1,Single,4,0,0.134,Low,EMP1740,3-6K,R&D,0-1y
26,Research & Development,Laboratory Technician,No,2523,9,Married,3,0,0.212,Low,EMP1741,<3K,R&D,6-10y
50,Sales,Sales Executive,No,7986,9,Single,2,0,0.079,Low,EMP1742,6-10K,Sales,6-10y
46,Research & Development,Manufacturing Director,No,10044,0,Married,4,1,0.081,Low,EMP1743,10K+,R&D,0-1y
42,Research & Development,Research Director,No,4577,8,Married,4,0,0.078,Low,EMP1744,3-6K,R&D,6-10y
29,Research & Development,Laboratory Technician,Yes,4413,2,Married,4,0,0.432,Medium,EMP1745,3-6K,R&D,2-3y
38,Research & Development,Laboratory Technician,No,3200,1,Married,1,0,0.299,Low,EMP1746,3-6K,R&D,0-1y
32,Research & Development,Research Director,Yes,5001,3,Single,2,1,0.597,Medium,EMP1747,3-6K,R&D,2-3y
37,Sales,Manager,No,3986,1,Married,4,0,0.139,Low,EMP1748,3-6K,Sales,0-1y
34,Sales,Sales Executive,No,3114,1,Single,4,0,0.159,Low,EMP1749,3-6K,Sales,0-1y
18,Research & Development,Manufacturing Director,No,15377,4,Divorced,2,0,0.116,Low,EMP1750,10K+,R&D,4-5y
47,Research & Development,Healthcare Representative,Yes,7020,2,Married,1,0,0.27,Low,EMP1751,6-10K,R&D,2-3y
36,Research & Development,Laboratory Technician,Yes,7441,9,Divorced,2,0,0.401,Medium,EMP1752,6-10K,R&D,6-10y
32,Research & Development,Research Scientist,Yes,8829,5,Married,3,0,0.224,Low,EMP1753,6-10K,R&D,4-5y
31,Sales,Sales Representative,No,8300,7,Divorced,3,0,0.15,Low,EMP1754,6-10K,Sales,6-10y
40,Research & Development,Healthcare Representative,No,4327,2,Single,4,0,0.181,Low,EMP1755,3-6K,R&D,2-3y
28,Research & Development,Research Scientist,No,6310,6,Single,1,0,0.222,Low,EMP1756,6-10K,R&D,6-10y
18,Sales,Sales Representative,Yes,4684,6,Single,2,1,0.912,High,EMP1757,3-6K,Sales,6-10y
40,Research & Development,Research Scientist,No,6912,9,Single,2,1,0.164,Low,EMP1758,6-10K,R&D,6-10y
41,Research & Development,Healthcare Representative,Yes,6554,1,Divorced,4,0,0.302,Medium,EMP1759,6-10K,R&D,0-1y
35,Sales,Sales Executive,No,4400,0,Married,1,0,0.223,Low,EMP1760,3-6K,Sales,0-1y
26,Research & Development,Research Scientist,No,2614,3,Married,1,1,0.263,Low,EMP1761,<3K,R&D,2-3y
37,Research & Development,Research Scientist,No,5886,0,Married,2,0,0.14,Low,EMP1762,3-6K,R&D,0-1y
23,Research & Development,Research Director,No,4854,12,Married,1,0,0.129,Low,EMP1763,3-6K,R&D,10y+
27,Sales,Manager,Yes,1920,0,Married,3,0,0.5,Medium,EMP1764,<3K,Sales,0-1y
30,Research & Development,Manufacturing Director,No,7181,3,Divorced,3,0,0.132,Low,EMP1765,6-10K,R&D,2-3y
44,Research & Development,Laboratory Technician,No,9236,8,Married,3,0,0.07,Low,EMP1766,6-10K,R&D,6-10y
33,Research & Development,Healthcare Representative,Yes,19999,2,Married,4,0,0.149,Low,EMP1767,10K+,R&D,2-3y
32,Research & Development,Manufacturing Director,No,4380,7,Single,2,1,0.224,Low,EMP1768,3-6K,R&D,6-10y
54,Research & Development,Research Director,No,4038,5,Divorced,2,0,0.126,Low,EMP1769,3-6K,R&D,4-5y
40,Research & Development,Research Scientist,No,2950,0,Single,2,0,0.267,Low,EMP1770,<3K,R&D,0-1y
40,Research & Development,Research Director,No,6092,5,Married,4,0,0.151,Low,EMP1771,6-10K,R&D,4-5y
33,Research & Development,Research Director,No,6070,2,Divorced,3,0,0.1,Low,EMP1772,6-10K,R&D,2-3y
31,Sales,Sales Executive,No,3476,1,Single,1,1,0.261,Low,EMP1773,3-6K,Sales,0-1y
18,Research & Development,Healthcare Representative,No,4933,5,Single,3,1,0.303,Medium,EMP1774,3-6K,R&D,4-5y
45,Sales,Sales Executive,No,1829,10,Married,3,0,0.043,Low,EMP1775,<3K,Sales,6-10y
41,Research & Development,Research Scientist,Yes,9040,9,Married,1,1,0.221,Low,EMP1776,6-10K,R&D,6-10y
35,Research & Development,Research Scientist,Yes,3555,7,Divorced,3,0,0.224,Low,EMP1777,3-6K,R&D,6-10y
35,Sales,Manager,No,5329,4,Divorced,3,0,0.077,Low,EMP1778,3-6K,Sales,4-5y
43,Sales,Sales Executive,Yes,2478,5,Married,1,0,0.302,Medium,EMP1779,<3K,Sales,4-5y
23,Research & Development,Healthcare Representative,Yes,3943,5,Divorced,1,1,0.517,Medium,EMP1780,3-6K,R&D,4-5y
31,Sales,Sales Representative,Yes,4657,3,Married,3,1,0.631,High,EMP1781,3-6K,Sales,2-3y
26,Research & Development,Healthcare Representative,No,5398,5,Divorced,3,0,0.139,Low,EMP1782,3-6K,R&D,4-5y
52,Research & Development,Research Director,Yes,7071,0,Single,3,0,0.411,Medium,EMP1783,6-10K,R&D,0-1y
44,Human Resources,Human Resources,No,11985,8,Married,2,0,0.089,Low,EMP1784,10K+,HR,6-10y
18,Research & Development,Research Director,No,8127,1,Single,3,0,0.228,Low,EMP1785,6-10K,R&D,0-1y
23,Sales,Sales Executive,No,9220,2,Single,4,1,0.226,Low,EMP1786,6-10K,Sales,2-3y
35,Research & Development,Manufacturing Director,No,12032,15,Married,1,0,0.066,Low,EMP1787,10K+,R&D,10y+
32,Sales,Sales Representative,No,7430,4,Single,3,0,0.345,Medium,EMP1788,6-10K,Sales,4-5y
25,Research & Development,Healthcare Representative,No,5323,0,Married,1,0,0.243,Low,EMP1789,3-6K,R&D,0-1y
54,Research & Development,Healthcare Representative,No,9461,0,Married,1,0,0.1,Low,EMP1790,6-10K,R&D,0-1y
39,Research & Development,Research Director,No,9800,0,Single,4,0,0.114,Low,EMP1791,6-10K,R&D,0-1y
41,Research & Development,Manufacturing Director,Yes,7759,0,Married,1,1,0.381,Medium,EMP1792,6-10K,R&D,0-1y
30,Research & Development,Research Director,No,2440,3,Married,3,0,0.204,Low,EMP1793,<3K,R&D,2-3y
43,Research & Development,Research Scientist,Yes,3419,3,Divorced,3,0,0.269,Low,EMP1794,3-6K,R&D,2-3y
33,Research & Development,Research Scientist,No,4669,2,Single,4,0,0.149,Low,EMP1795,3-6K,R&D,2-3y
34,Research & Development,Research Scientist,No,8339,2,Divorced,3,0,0.11,Low,EMP1796,6-10K,R&D,2-3y
42,Research & Development,Manufacturing Director,Yes,5368,13,Divorced,3,0,0.118,Low,EMP1797,3-6K,R&D,10y+
22,Sales,Manager,No,10150,5,Married,4,0,0.037,Low,EMP1798,10K+,Sales,4-5y
51,Sales,Manager,Yes,11196,3,Married,4,1,0.132,Low,EMP1799,10K+,Sales,2-3y
38,Sales,Sales Executive,No,10504,1,Married,3,0,0.154,Low,EMP1800,10K+,Sales,0-1y
48,Research & Development,Research Scientist,No,10541,0,Divorced,1,0,0.101,Low,EMP1801,10K+,R&D,0-1y
27,Sales,Manager,Yes,3070,0,Single,1,1,0.812,High,EMP1802,3-6K,Sales,0-1y
28,Research & Development,Manufacturing Director,Yes,7082,5,Divorced,2,0,0.294,Low,EMP1803,6-10K,R&D,4-5y
26,Research & Development,Research Scientist,No,3888,0,Divorced,3,0,0.21,Low,EMP1804,3-6K,R&D,0-1y
39,Research & Development,Research Director,No,2192,4,Married,3,0,0.121,Low,EMP1805,<3K,R&D,4-5y
37,Sales,Sales Representative,No,4637,9,Married,4,0,0.12,Low,EMP1806,3-6K,Sales,6-10y
32,Research & Development,Research Director,No,11255,2,Married,1,1,0.144,Low,EMP1807,10K+,R&D,2-3y
27,Research & Development,Research Director,No,6998,31,Married,1,0,0.051,Low,EMP1808,6-10K,R&D,10y+
25,Human Resources,Manager,Yes,16478,2,Divorced,1,1,0.319,Medium,EMP1809,10K+,HR,2-3y
36,Research & Development,Manufacturing Director,No,5987,2,Single,3,0,0.203,Low,EMP1810,3-6K,R&D,2-3y
32,Research & Development,Healthcare Representative,No,19999,22,Single,3,0,0.09,Low,EMP1811,10K+,R&D,10y+
30,Human Resources,Manager,Yes,5988,2,Married,1,0,0.478,Medium,EMP1812,3-6K,HR,2-3y
50,Research & Development,Research Scientist,No,5499,2,Divorced,4,0,0.038,Low,EMP1813,3-6K,R&D,2-3y
36,Research & Development,Laboratory Technician,Yes,2687,7,Married,2,0,0.482,Medium,EMP1814,<3K,R&D,6-10y
48,Sales,Sales Executive,No,10004,8,Divorced,3,0,0.088,Low,EMP1815,10K+,Sales,6-10y
32,Sales,Sales Representative,No,4120,6,Married,4,1,0.155,Low,EMP1816,3-6K,Sales,6-10y
39,Research & Development,Manufacturing Director,No,3805,3,Single,1,0,0.265,Low,EMP1817,3-6K,R&D,2-3y
36,Research & Development,Laboratory Technician,No,10989,1,Divorced,4,1,0.105,Low,EMP1818,10K+,R&D,0-1y
21,Research & Development,Manufacturing Director,No,10270,0,Married,4,0,0.151,Low,EMP1819,10K+,R&D,0-1y
49,Research & Development,Laboratory Technician,Yes,10123,0,Married,4,0,0.268,Low,EMP1820,10K+,R&D,0-1y
35,Research & Development,Manufacturing Director,Yes,4450,4,Single,1,0,0.58,Medium,EMP1821,3-6K,R&D,4-5y
43,Research & Development,Manufacturing Director,No,5281,7,Single,2,0,0.202,Low,EMP1822,3-6K,R&D,6-10y
30,Sales,Sales Representative,No,5255,4,Single,1,1,0.447,Medium,EMP1823,3-6K,Sales,4-5y
35,Sales,Sales Representative,No,8353,0,Married,2,0,0.3,Low,EMP1824,6-10K,Sales,0-1y
29,Research & Development,Manufacturing Director,No,12764,1,Married,4,0,0.165,Low,EMP1825,10K+,R&D,0-1y
48,Research & Development,Healthcare Representative,Yes,6650,2,Single,4,0,0.352,Medium,EMP1826,6-10K,R&D,2-3y
39,Research & Development,Healthcare Representative,Yes,16093,0,Single,4,0,0.246,Low,EMP1827,10K+,R&D,0-1y
40,Sales,Manager,Yes,8896,2,Single,2,0,0.405,Medium,EMP1828,6-10K,Sales,2-3y
49,Research & Development,Research Scientist,No,4773,5,Married,4,0,0.037,Low,EMP1829,3-6K,R&D,4-5y
47,Research & Development,Manufacturing Director,No,8568,10,Divorced,4,0,0.054,Low,EMP1830,6-10K,R&D,6-10y
43,Research & Development,Research Scientist,No,13880,11,Married,4,0,0.051,Low,EMP1831,10K+,R&D,10y+
24,Research & Development,Manufacturing Director,Yes,16302,11,Single,4,1,0.196,Low,EMP1832,10K+,R&D,10y+
30,Sales,Sales Executive,Yes,10433,0,Married,3,1,0.319,Medium,EMP1833,10K+,Sales,0-1y
27,Sales,Sales Representative,No,5508,14,Divorced,1,0,0.183,Low,EMP1834,3-6K,Sales,10y+
43,Research & Development,Laboratory Technician,No,4821,5,Divorced,2,0,0.148,Low,EMP1835,3-6K,R&D,4-5y
38,Sales,Sales Representative,No,7456,17,Divorced,4,0,0.161,Low,EMP1836,6-10K,Sales,10y+
24,Human Resources,Manager,No,13638,0,Divorced,2,0,0.11,Low,EMP1837,10K+,HR,0-1y
35,Research & Development,Research Director,No,6895,0,Married,1,0,0.134,Low,EMP1838,6-10K,R&D,0-1y
23,Research & Development,Manufacturing Director,No,6974,21,Divorced,4,0,0.01,Low,EMP1839,6-10K,R&D,10y+
36,Research & Development,Laboratory Technician,No,5587,5,Single,2,0,0.313,Medium,EMP1840,3-6K,R&D,4-5y
22,Sales,Sales Executive,No,4535,7,Divorced,4,1,0.121,Low,EMP1841,3-6K,Sales,6-10y
41,Research & Development,Laboratory Technician,No,4968,8,Divorced,2,0,0.102,Low,EMP1842,3-6K,R&D,6-10y
40,Research & Development,Healthcare Representative,No,5851,0,Divorced,2,0,0.123,Low,EMP1843,3-6K,R&D,0-1y
54,Research & Development,Research Director,Yes,13974,1,Married,2,0,0.142,Low,EMP1844,10K+,R&D,0-1y
44,Sales,Sales Representative,No,4760,0,Divorced,2,1,0.273,Low,EMP1845,3-6K,Sales,0-1y
33,Research & Development,Laboratory Technician,Yes,5591,21,Single,2,1,0.473,Medium,EMP1846,3-6K,R&D,10y+
44,Sales,Sales Executive,No,3374,2,Married,2,0,0.146,Low,EMP1847,3-6K,Sales,2-3y
24,Research & Development,Research Director,No,8055,0,Married,4,0,0.141,Low,EMP1848,6-10K,R&D,0-1y
28,Human Resources,Human Resources,No,11518,0,Married,2,0,0.12,Low,EMP1849,10K+,HR,0-1y
39,Research & Development,Laboratory Technician,No,13272,1,Married,2,0,0.091,Low,EMP1850,10K+,R&D,0-1y
18,Research & Development,Laboratory Technician,No,6074,1,Married,4,1,0.3,Low,EMP1851,6-10K,R&D,0-1y
36,Sales,Sales Executive,Yes,7449,11,Single,2,0,0.376,Medium,EMP1852,6-10K,Sales,10y+
27,Sales,Sales Representative,Yes,4991,0,Married,1,1,0.841,High,EMP1853,3-6K,Sales,0-1y
37,Research & Development,Research Director,Yes,7261,5,Married,1,1,0.391,Medium,EMP1854,6-10K,R&D,4-5y
27,Research & Development,Research Scientist,No,6455,2,Married,2,0,0.172,Low,EMP1855,6-10K,R&D,2-3y
40,Sales,Manager,No,5608,0,Married,3,0,0.152,Low,EMP1856,3-6K,Sales,0-1y
37,Sales,Sales Executive,Yes,5859,1,Single,4,1,0.467,Medium,EMP1857,3-6K,Sales,0-1y
49,Research & Development,Laboratory Technician,No,6964,10,Divorced,1,0,0.097,Low,EMP1858,6-10K,R&D,6-10y
37,Research & Development,Laboratory Technician,No,4620,1,Married,3,0,0.162,Low,EMP1859,3-6K,R&D,0-1y
30,Sales,Manager,No,4753,3,Single,2,1,0.251,Low,EMP1860,3-6K,Sales,2-3y
34,Sales,Sales Representative,No,13891,10,Married,2,0,0.163,Low,EMP1861,10K+,Sales,6-10y
24,Sales,Manager,Yes,19999,2,Married,2,0,0.26,Low,EMP1862,10K+,Sales,2-3y
40,Research & Development,Laboratory Technician,No,2800,23,Married,2,0,0.088,Low,EMP1863,<3K,R&D,10y+
42,Research & Development,Laboratory Technician,No,2717,5,Single,1,0,0.275,Low,EMP1864,<3K,R&D,4-5y
59,Sales,Manager,Yes,3208,2,Single,1,0,0.447,Medium,EMP1865,3-6K,Sales,2-3y
31,Sales,Sales Executive,No,5131,8,Single,3,0,0.175,Low,EMP1866,3-6K,Sales,6-10y
34,Sales,Sales Executive,No,8889,3,Single,1,0,0.171,Low,EMP1867,6-10K,Sales,2-3y
31,Research & Development,Manufacturing Director,No,7519,3,Single,2,0,0.211,Low,EMP1868,6-10K,R&D,2-3y
38,Research & Development,Healthcare Representative,No,5970,4,Divorced,1,0,0.171,Low,EMP1869,3-6K,R&D,4-5y
40,Sales,Sales Executive,No,7265,2,Married,1,0,0.082,Low,EMP1870,6-10K,Sales,2-3y
36,Research & Development,Manufacturing Director,No,3712,3,Married,1,0,0.123,Low,EMP1871,3-6K,R&D,2-3y
46,Human Resources,Manager,No,4749,7,Married,2,0,0.082,Low,EMP1872,3-6K,HR,6-10y
31,Research & Development,Manufacturing Director,No,5371,6,Married,1,0,0.234,Low,EMP1873,3-6K,R&D,6-10y
45,Sales,Sales Representative,Yes,2272,0,Single,1,0,0.87,High,EMP1874,<3K,Sales,0-1y
41,Sales,Sales Executive,Yes,2867,2,Single,2,0,0.574,Medium,EMP1875,<3K,Sales,2-3y
36,Research & Development,Manufacturing Director,Yes,2931,1,Single,2,0,0.641,High,EMP1876,<3K,R&D,0-1y
34,Research & Development,Research Director,No,8268,1,Married,1,0,0.134,Low,EMP1877,6-10K,R&D,0-1y
58,Research & Development,Healthcare Representative,No,6216,2,Married,1,0,0.092,Low,EMP1878,6-10K,R&D,2-3y
29,Research & Development,Research Director,No,7601,6,Married,4,0,0.075,Low,EMP1879,6-10K,R&D,6-10y
39,Research & Development,Laboratory Technician,No,1974,1,Married,3,0,0.2,Low,EMP1880,<3K,R&D,0-1y
30,Research & Development,Laboratory Technician,Yes,2401,1,Divorced,1,0,0.682,High,EMP1881,<3K,R&D,0-1y
53,Sales,Sales Representative,No,7822,8,Single,2,0,0.182,Low,EMP1882,6-10K,Sales,6-10y
44,Research & Development,Laboratory Technician,No,1178,1,Married,2,0,0.259,Low,EMP1883,<3K,R&D,0-1y
30,Research & Development,Manufacturing Director,No,10652,1,Married,4,0,0.105,Low,EMP1884,10K+,R&D,0-1y
41,Research & Development,Research Director,No,1992,1,Married,4,1,0.158,Low,EMP1885,<3K,R&D,0-1y
39,Research & Development,Research Scientist,No,8637,0,Married,4,0,0.117,Low,EMP1886,6-10K,R&D,0-1y
32,Research & Development,Manufacturing Director,No,3331,7,Married,1,0,0.149,Low,EMP1887,3-6K,R&D,6-10y
43,Research & Development,Healthcare Representative,No,9671,21,Single,2,0,0.031,Low,EMP1888,6-10K,R&D,10y+
40,Sales,Sales Executive,No,19999,0,Married,2,0,0.053,Low,EMP1889,10K+,Sales,0-1y
38,Research & Development,Research Director,Yes,1555,1,Divorced,3,1,0.342,Medium,EMP1890,<3K,R&D,0-1y
36,Human Resources,Human Resources,Yes,7962,1,Married,4,1,0.272,Low,EMP1891,6-10K,HR,0-1y
40,Research & Development,Research Director,No,2009,0,Divorced,2,0,0.17,Low,EMP1892,<3K,R&D,0-1y
39,Research & Development,Healthcare Representative,Yes,6868,3,Married,3,0,0.351,Medium,EMP1893,6-10K,R&D,2-3y
37,Sales,Sales Executive,Yes,4847,11,Married,2,1,0.266,Low,EMP1894,3-6K,Sales,10y+
31,Sales,Manager,No,5833,0,Married,1,0,0.168,Low,EMP1895,3-6K,Sales,0-1y
52,Research & Development,Laboratory Technician,Yes,3289,9,Married,2,0,0.24,Low,EMP1896,3-6K,R&D,6-10y
27,Research & Development,Manufacturing Director,No,8343,1,Divorced,3,0,0.135,Low,EMP1897,6-10K,R&D,0-1y
40,Research & Development,Research Director,No,2448,11,Single,2,0,0.173,Low,EMP1898,<3K,R&D,10y+
34,Research & Development,Research Director,No,10752,2,Married,3,0,0.091,Low,EMP1899,10K+,R&D,2-3y
52,Research & Development,Research Director,No,4336,1,Married,3,0,0.11,Low,EMP1900,3-6K,R&D,0-1y
28,Research & Development,Manufacturing Director,No,2511,0,Divorced,2,1,0.216,Low,EMP1901,<3K,R&D,0-1y
30,Research & Development,Manufacturing Director,No,13058,0,Married,4,0,0.126,Low,EMP1902,10K+,R&D,0-1y
28,Research & Development,Research Scientist,Yes,5234,6,Divorced,1,0,0.375,Medium,EMP1903,3-6K,R&D,6-10y
39,Human Resources,Manager,No,15509,11,Divorced,4,0,0.107,Low,EMP1904,10K+,HR,10y+
24,Sales,Sales Representative,No,10633,3,Married,1,0,0.285,Low,EMP1905,10K+,Sales,2-3y
32,Research & Development,Healthcare Representative,Yes,3501,4,Divorced,2,0,0.45,Medium,EMP1906,3-6K,R&D,4-5y
18,Research & Development,Research Scientist,No,5183,0,Divorced,4,0,0.185,Low,EMP1907,3-6K,R&D,0-1y
39,Research & Development,Healthcare Representative,No,5805,8,Single,3,0,0.122,Low,EMP1908,3-6K,R&D,6-10y
32,Research & Development,Research Scientist,No,12575,3,Married,2,0,0.096,Low,EMP1909,10K+,R&D,2-3y
23,Sales,Manager,No,6909,13,Single,4,0,0.133,Low,EMP1910,6-10K,Sales,10y+
46,Sales,Sales Executive,Yes,5984,4,Married,1,1,0.322,Medium,EMP1911,3-6K,Sales,4-5y
25,Sales,Sales Executive,No,4866,3,Single,3,1,0.297,Low,EMP1912,3-6K,Sales,2-3y
44,Human Resources,Human Resources,Yes,5282,0,Married,3,0,0.367,Medium,EMP1913,3-6K,HR,0-1y
30,Human Resources,Human Resources,Yes,11131,9,Married,1,0,0.296,Low,EMP1914,10K+,HR,6-10y
51,Human Resources,Manager,Yes,5442,5,Married,4,0,0.24,Low,EMP1915,3-6K,HR,4-5y
43,Research & Development,Research Scientist,No,4371,5,Single,4,0,0.128,Low,EMP1916,3-6K,R&D,4-5y
27,Research & Development,Laboratory Technician,No,3981,11,Married,1,0,0.251,Low,EMP1917,3-6K,R&D,10y+
28,Research & Development,Research Scientist,No,4005,0,Married,1,0,0.256,Low,EMP1918,3-6K,R&D,0-1y
42,Research & Development,Manufacturing Director,Yes,2512,8,Married,1,0,0.297,Low,EMP1919,<3K,R&D,6-10y
34,Research & Development,Manufacturing Director,Yes,3594,0,Single,2,1,0.67,High,EMP1920,3-6K,R&D,0-1y
35,Sales,Sales Representative,No,12383,0,Single,2,0,0.383,Medium,EMP1921,10K+,Sales,0-1y
48,Research & Development,Research Scientist,Yes,4848,11,Married,3,0,0.157,Low,EMP1922,3-6K,R&D,10y+
30,Research & Development,Healthcare Representative,No,8001,13,Divorced,3,0,0.088,Low,EMP1923,6-10K,R&D,10y+
37,Research & Development,Healthcare Representative,No,1389,0,Single,1,1,0.366,Medium,EMP1924,<3K,R&D,0-1y
45,Research & Development,Healthcare Representative,No,7424,1,Married,2,0,0.104,Low,EMP1925,6-10K,R&D,0-1y
44,Research & Development,Manufacturing Director,No,4970,2,Single,4,0,0.021,Low,EMP1926,3-6K,R&D,2-3y
35,Sales,Manager,Yes,4168,9,Married,4,1,0.293,Low,EMP1927,3-6K,Sales,6-10y
34,Research & Development,Research Scientist,Yes,6000,8,Single,2,0,0.434,Medium,EMP1928,3-6K,R&D,6-10y
21,Sales,Manager,No,4135,1,Married,1,1,0.238,Low,EMP1929,3-6K,Sales,0-1y
27,Research & Development,Laboratory Technician,No,1688,7,Married,1,1,0.24,Low,EMP1930,<3K,R&D,6-10y
39,Research & Development,Laboratory Technician,No,9020,0,Single,2,0,0.282,Low,EMP1931,6-10K,R&D,0-1y
35,Research & Development,Research Director,Yes,6208,1,Married,2,1,0.38,Medium,EMP1932,6-10K,R&D,0-1y
37,Sales,Sales Representative,No,4570,3,Married,2,0,0.24,Low,EMP1933,3-6K,Sales,2-3y
46,Sales,Sales Representative,No,3192,3,Married,1,0,0.232,Low,EMP1934,3-6K,Sales,2-3y
26,Research & Development,Healthcare Representative,No,2420,2,Divorced,2,0,0.233,Low,EMP1935,<3K,R&D,2-3y
34,Sales,Manager,Yes,6143,0,Married,2,1,0.514,Medium,EMP1936,6-10K,Sales,0-1y
38,Research & Development,Research Scientist,No,13192,8,Divorced,2,0,0.101,Low,EMP1937,10K+,R&D,6-10y
30,Sales,Sales Executive,Yes,6073,1,Married,1,0,0.551,Medium,EMP1938,6-10K,Sales,0-1y
49,Research & Development,Laboratory Technician,No,2538,7,Single,4,0,0.143,Low,EMP1939,<3K,R&D,6-10y
45,Research & Development,Research Director,No,6147,6,Single,2,0,0.14,Low,EMP1940,6-10K,R&D,6-10y
39,Sales,Sales Executive,No,5274,2,Married,2,0,0.147,Low,EMP1941,3-6K,Sales,2-3y
53,Research & Development,Manufacturing Director,No,8736,3,Married,4,0,0.03,Low,EMP1942,6-10K,R&D,2-3y
23,Research & Development,Manufacturing Director,No,7583,3,Divorced,3,0,0.132,Low,EMP1943,6-10K,R&D,2-3y
36,Research & Development,Laboratory Technician,Yes,1051,23,Married,1,0,0.309,Medium,EMP1944,<3K,R&D,10y+
40,Research & Development,Manufacturing Director,Yes,7331,2,Married,1,0,0.411,Medium,EMP1945,6-10K,R&D,2-3y
28,Sales,Sales Executive,No,3127,11,Married,1,0,0.139,Low,EMP1946,3-6K,Sales,10y+
39,Sales,Sales Executive,No,2485,7,Married,3,0,0.05,Low,EMP1947,<3K,Sales,6-10y
27,Sales,Sales Executive,Yes,4896,5,Married,2,0,0.412,Medium,EMP1948,3-6K,Sales,4-5y
43,Research & Development,Research Director,Yes,6809,0,Single,2,1,0.446,Medium,EMP1949,6-10K,R&D,0-1y
46,Research & Development,Manufacturing Director,No,2203,2,Single,3,0,0.175,Low,EMP1950,<3K,R&D,2-3y
39,Research & Development,Research Director,Yes,8002,12,Single,3,1,0.273,Low,EMP1951,6-10K,R&D,10y+
20,Research & Development,Manufacturing Director,Yes,8265,6,Single,1,1,0.642,High,EMP1952,6-10K,R&D,6-10y
28,Research & Development,Research Scientist,No,5573,10,Married,1,0,0.138,Low,EMP1953,3-6K,R&D,6-10y
42,Sales,Sales Representative,No,3370,2,Single,4,0,0.331,Medium,EMP1954,3-6K,Sales,2-3y
37,Sales,Manager,No,3169,0,Single,4,0,0.214,Low,EMP1955,3-6K,Sales,0-1y
18,Sales,Sales Representative,No,9549,9,Divorced,4,0,0.149,Low,EMP1956,6-10K,Sales,6-10y
48,Research & Development,Laboratory Technician,Yes,2365,3,Divorced,4,0,0.347,Medium,EMP1957,<3K,R&D,2-3y
38,Research & Development,Research Scientist,No,9754,1,Married,2,0,0.131,Low,EMP1958,6-10K,R&D,0-1y
29,Research & Development,Research Director,No,4959,3,Married,4,0,0.187,Low,EMP1959,3-6K,R&D,2-3y
45,Research & Development,Manufacturing Director,No,5152,2,Married,4,0,0.074,Low,EMP1960,3-6K,R&D,2-3y
30,Research & Development,Research Director,Yes,2122,1,Single,4,1,0.62,High,EMP1961,<3K,R&D,0-1y
30,Research & Development,Manufacturing Director,Yes,5010,2,Married,1,1,0.54,Medium,EMP1962,3-6K,R&D,2-3y
40,Research & Development,Laboratory Technician,Yes,7611,0,Single,1,1,0.743,High,EMP1963,6-10K,R&D,0-1y
53,Human Resources,Manager,No,2604,14,Married,2,0,0.101,Low,EMP1964,<3K,HR,10y+
51,Research & Development,Healthcare Representative,No,7145,0,Divorced,3,0,0.132,Low,EMP1965,6-10K,R&D,0-1y
40,Human Resources,Manager,No,5704,4,Married,4,0,0.14,Low,EMP1966,3-6K,HR,4-5y
41,Research & Development,Research Director,No,3812,9,Divorced,2,0,0.109,Low,EMP1967,3-6K,R&D,6-10y
44,Research & Development,Laboratory Technician,No,8691,7,Married,4,0,0.18,Low,EMP1968,6-10K,R&D,6-10y
25,Research & Development,Research Director,No,1617,2,Married,4,0,0.146,Low,EMP1969,<3K,R&D,2-3y
42,Research & Development,Research Scientist,Yes,6572,6,Married,4,0,0.281,Low,EMP1970,6-10K,R&D,6-10y
30,Research & Development,Research Director,No,13235,2,Married,1,0,0.162,Low,EMP1971,10K+,R&D,2-3y
39,Research & Development,Laboratory Technician,No,11991,2,Married,1,0,0.222,Low,EMP1972,10K+,R&D,2-3y
34,Sales,Sales Representative,Yes,6730,1,Single,1,0,0.897,High,EMP1973,6-10K,Sales,0-1y
41,Research & Development,Healthcare Representative,No,4601,0,Married,3,0,0.157,Low,EMP1974,3-6K,R&D,0-1y
38,Research & Development,Laboratory Technician,No,3828,3,Single,3,1,0.343,Medium,EMP1975,3-6K,R&D,2-3y
18,Research & Development,Laboratory Technician,Yes,4598,4,Married,2,0,0.673,High,EMP1976,3-6K,R&D,4-5y
38,Research & Development,Research Director,No,7325,3,Single,1,0,0.205,Low,EMP1977,6-10K,R&D,2-3y
42,Research & Development,Laboratory Technician,Yes,3484,1,Married,3,0,0.398,Medium,EMP1978,3-6K,R&D,0-1y
41,Research & Development,Healthcare Representative,Yes,8238,1,Single,3,1,0.419,Medium,EMP1979,6-10K,R&D,0-1y
36,Human Resources,Manager,Yes,17557,0,Single,2,1,0.358,Medium,EMP1980,10K+,HR,0-1y
51,Sales,Sales Representative,No,5249,5,Married,2,0,0.152,Low,EMP1981,3-6K,Sales,4-5y
39,Sales,Sales Representative,No,2593,14,Single,3,0,0.332,Medium,EMP1982,<3K,Sales,10y+
